Latitude,Longitude,Altitude_m,Time,point_type,Distance_step_m,Distance_m,Grade_pct,Grade_pct_smooth
35.37353,138.93323,553.5,,trkpt,7.699418802246225,1097.6613363791907,-1.2987993323710199,-1.2709678479153594
35.37327,138.93295,553.1,,trkpt,38.47504184158058,1136.1363782207711,-1.0396349967518193,-0.9859518671109535
35.37319,138.93287,553.7,,trkpt,11.477986477484404,1147.6143646982557,5.227397690152384,-0.7781170266099784
35.373019,138.9327,554.7,,trkpt,24.477014790583432,1172.091379488839,4.085465521656303,-0.6087475976641253
35.37279,138.93248,555.9,,trkpt,32.34629354311407,1204.4376730319532,3.709853181170396,-0.5097869072512065
35.37256,138.93225,557.8,,trkpt,32.99930175177939,1237.4369747837325,5.757697584911854,-0.43836008465763554
35.3724,138.93208,559.0,,trkpt,23.53952996533386,1260.9765047490664,5.097807822701892,-0.48018578351929353
35.37233,138.93201,559.4,,trkpt,10.043281158407051,1271.0197859074735,3.9827621440742442,-0.7032216944577114
35.37225,138.93194,559.6,,trkpt,10.927673074494084,1281.9474589819677,1.83021580748841,-0.8575911851552955
35.37219,138.9319,559.7,,trkpt,7.593747166494154,1289.5412061484617,1.316872919357286,-0.9981823229485052
35.37213,138.93187,559.7,,trkpt,7.2048846092399605,1296.7460907577015,0.0,-1.0803158985766514
35.372079,138.93186,559.5,,trkpt,5.742966936314719,1302.4890576940163,-3.482520484932238,-1.3423979621843785
35.37201,138.93184,559.3,,trkpt,7.883836047634244,1310.3728937416508,-2.5368361136842874,-1.606326040512974
35.37195,138.93184,559.0,,trkpt,6.671695599211037,1317.044589340862,-4.496608029230697,-2.252701624243472
35.37187,138.93184,558.5,,trkpt,8.89559413122793,1325.9401834720898,-5.620760037204856,-2.876025273092407
35.3718,138.93187,557.8,,trkpt,8.24524269147703,1334.1854261635667,-8.489744040204224,-3.3222673642431984
35.37167,138.93194,556.4,,trkpt,15.787332448057954,1349.9727586116246,-8.867869252808415,-3.869907434113243
35.37159,138.93201,555.8,,trkpt,10.927703220873171,1360.9004618324975,-5.490632275352735,-4.2832017269422735
35.37154,138.93205,555.4,,trkpt,6.638107159791464,1367.5385689922891,-6.025814142062498,-4.660113093733603
35.37147,138.93211,554.9,,trkpt,9.496366041711024,1377.0349350340002,-5.265171938443009,-4.8108816165460215
35.37116,138.93239,552.1,,trkpt,42.81057147835784,1419.845506512358,-6.540440604525559,-5.005752430185549
35.37109,138.93245,551.5,,trkpt,9.496380715391808,1429.3418872277498,-6.31819656332373,-5.260972588007951
35.370959,138.93257,550.1,,trkpt,18.18154903714192,1447.5234362648916,-7.700113984457579,-5.086846563761339
35.37074,138.93276,547.6,,trkpt,29.82934943474321,1477.3527856996348,-8.381007455322404,-5.572717590622095
35.370669,138.93282,547.1,,trkpt,9.58774859043731,1486.940534290072,-5.214988641845419,-5.438767100661885
35.37062,138.93288,546.7,,trkpt,7.699557399380104,1494.6400916894522,-5.195103812489034,-5.308335212268655
35.37051,138.93299,546.2,,trkpt,15.782439531258763,1510.4225312207109,-3.168078033878717,-5.141562200008088
35.37046,138.93306,545.9,,trkpt,8.437714442992768,1518.8602456637036,-3.555465191752346,-4.970112891324055
35.37041,138.93313,545.8,,trkpt,8.437717398708562,1527.2979630624122,-1.185154648759963,-5.063208520695883
35.37037,138.9332,545.6,,trkpt,7.750305753780253,1535.0482688161924,-2.580543353433259,-5.266255919626223
35.37035,138.93326,545.3,,trkpt,5.877278710266013,1540.9255475264583,-5.10440315644806,-5.554438255526571
35.37031,138.93333,545.3,,trkpt,7.750309619863647,1548.675857146322,0.0,-5.857634434496143
35.37031,138.933339,545.2,,trkpt,0.8160429706078475,1549.49190011693,-12.254256650899384,-6.19241740401875
35.37027,138.93345,545.0,,trkpt,11.003531841969746,1560.4954319588996,-1.8175982300265094,-6.4139968062273764
35.37025,138.933519,544.8,,trkpt,6.639836703702307,1567.135268662602,-3.0121222693402605,-6.509624701391303
35.37024,138.93356,544.6,,trkpt,3.880267520275503,1571.0155361828774,-5.154283794992867,-6.67384676219005
35.37021,138.93378,543.5,,trkpt,20.22474070496897,1591.2402768878464,-5.438883079127765,-6.832052656076165
35.37021,138.93393,542.5,,trkpt,13.600733061295918,1604.8410099491423,-7.3525448627893075,-7.074349927324043
35.37022,138.9344,538.2,,trkpt,42.63013193489129,1647.4711418840336,-10.086762120669285,-7.1707983836498865
35.37022,138.93441,538.1,,trkpt,0.9067154254235557,1648.377857309457,-11.02881865644996,-7.3180616795249405
35.37022,138.93462,535.7,,trkpt,19.04102392615998,1667.4188812356172,-12.60436418391701,-7.450243536663294
35.37023,138.93484,533.1,,trkpt,19.978705844255597,1687.397587079873,-13.01385595377586,-7.440108389777841
35.37023,138.93494,532.0,,trkpt,9.067153128259216,1696.4647402081318,-12.13170202863012,-7.193131293658749
35.37023,138.93509,530.6,,trkpt,13.60072969109958,1710.0654698992314,-10.293565358600928,-6.243426529322914
35.37024,138.93518,529.9,,trkpt,8.235846541588582,1718.30131644082,-8.49942985782036,-5.821681811979795
35.37025,138.93547,527.7,,trkpt,26.3182396822438,1744.6195561230638,-8.35922169021134,-5.3789314590656625
35.37025,138.935759,525.6,,trkpt,26.20406604480999,1770.8236221678735,-8.014023458836272,-4.831586788509528
35.37026,138.936,524.4,,trkpt,21.880105228040016,1792.7037273959138,-5.484434318269225,-4.322267626782461
35.37027,138.93624,523.5,,trkpt,21.78954868062465,1814.4932760765385,-4.13042056626102,-3.726706215258381
35.37027,138.93643,522.6,,trkpt,17.227582405595868,1831.7208584821344,-5.22418049620032,-3.0081414229538526
35.37027,138.93661,521.8,,trkpt,16.320867541872445,1848.041726024007,-4.901700218739025,-2.2865540885911884
35.37028,138.9369,523.1,,trkpt,26.318229917425366,1874.3599559414324,4.93954192238185,-1.5388103549097127
35.37028,138.93708,524.2,,trkpt,16.32086551975191,1890.680821461184,6.739838635817298,-0.692024175962865
35.37028,138.93713,524.5,,trkpt,4.533573754341866,1895.214395215526,6.617296116835872,0.07268417514974183
35.37026,138.937279,525.3,,trkpt,13.691866755852294,1908.9062619713784,5.842884788942397,0.935850181727392
35.37024,138.93741,526.0,,trkpt,12.084363462900347,1920.9906254342789,5.792609616129832,1.5371098184402034
35.370199,138.93754,526.6,,trkpt,12.638230233986302,1933.6288556682653,4.747500155413556,1.9550709029507705
35.37017,138.93763,527.0,,trkpt,8.774463320589545,1942.4033189888548,4.558683367692302,2.4651891495039577
35.37016,138.93768,527.2,,trkpt,4.6679525198598,1947.0712715087147,4.284533725421277,2.536475857576467
35.37015,138.93771,527.3,,trkpt,2.938645751385528,1950.0099172601003,3.4029280308033227,2.6035251554038763
35.37013,138.93775,527.4,,trkpt,4.254394968143865,1954.2643122282443,2.35051048971251,2.705339187596861
35.370109,138.9378,527.6,,trkpt,5.099611183124272,1959.363923411369,3.9218676251610947,2.715454015841227
35.37008,138.93786,527.8,,trkpt,6.324180675621292,1965.68810408699,3.1624649936220175,2.207111497155625
35.37007,138.93787,527.9,,trkpt,1.4347707094100128,1967.1228747964,6.969754772952077,1.0473559465010425
35.37003,138.93795,528.2,,trkpt,8.508796833873665,1975.6316716302736,3.525762876435868,-0.14917369570994846
35.37003,138.93796,528.2,,trkpt,0.9067175598762532,1976.53838919015,0.0,-1.1982611544160182
35.36998,138.93804,528.4,,trkpt,9.139341484780005,1985.67773067493,2.1883414722274823,-2.131827898488884
35.36995,138.93808,528.2,,trkpt,4.927686014546072,1990.605416689476,-4.058700156819049,-3.241487023177638
35.369929,138.93811,528.1,,trkpt,3.5849558778622,1994.1903725673385,-2.7894346097128335,-4.363249707774119
35.36989,138.93816,527.9,,trkpt,6.273722803845323,2000.464095371184,-3.1878998523406294,-5.339370845856597
35.36982,138.93824,527.4,,trkpt,10.639647853833358,2011.103743225017,-4.699403653851712,-6.053399772652595
35.36974,138.93832,526.8,,trkpt,11.478182425744205,2022.5819256507611,-5.227308451330185,-6.480954591188189
35.369639,138.9384,524.6,,trkpt,13.369575109788247,2035.9515007605496,-16.455272377274348,-6.928469979664331
35.36954,138.93847,522.4,,trkpt,12.706996446958415,2048.658497207508,-17.313296727383946,-7.481650477042178
35.36947,138.93851,521.1,,trkpt,8.587169862441327,2057.2456670699494,-15.138864385179,-8.104665687275197
35.36922,138.93859,517.4,,trkpt,28.72955144063289,2085.975218510582,-12.878725265327489,-8.618488286775703
35.36896,138.93867,512.2,,trkpt,29.80680204502859,2115.782020555611,-17.445682338361514,-8.922886528607458
35.36877,138.93873,508.3,,trkpt,21.81626525258234,2137.5982858081934,-17.876570324237324,-9.293666515971697
35.36847,138.9387,503.2,,trkpt,33.46920290517086,2171.067488713364,-15.237889036228266,-9.326908193921133
35.36821,138.93864,500.0,,trkpt,29.41811743716872,2200.485606150533,-10.877650505116636,-9.276266657068598
35.36817,138.938619,499.7,,trkpt,4.838252477387813,2205.323858627921,-6.200585880999379,-9.294532008814645
35.36809,138.93857,499.2,,trkpt,9.943441418123207,2215.267300046044,-5.028440144361744,-9.177049140879193
35.36806,138.93855,498.9,,trkpt,3.7969180637624538,2219.0642181098065,-7.901144953934941,-9.08102222013644
35.36798,138.93848,498.3,,trkpt,10.927868102505776,2229.992086212312,-5.490549431708322,-8.580584704894273
35.36789,138.93841,497.5,,trkpt,11.850642009145083,2241.842728221457,-6.750689113574228,-7.769631305660253
35.36786,138.93837,497.2,,trkpt,4.927755137393743,2246.7704833588514,-6.087964836635114,-7.1265544047385605
35.36782,138.93833,496.9,,trkpt,5.739146302211828,2252.509629661063,-5.227258275057275,-6.640045755109282
35.36778,138.93828,496.6,,trkpt,6.351177276367777,2258.860806937431,-4.723533715807784,-6.009433259607539
35.36775,138.93823,496.5,,trkpt,5.628716763415514,2264.4895237008463,-1.7766038726621338,-5.2804017578608375
35.36772,138.93818,496.3,,trkpt,5.628718122690757,2270.118241823537,-3.5532068872615783,-4.65619418891967
35.367669,138.93811,496.1,,trkpt,8.511557201448797,2278.629799024986,-2.349746295142628,-4.4607919880158
35.36762,138.93803,495.8,,trkpt,9.072297035804684,2287.7020960607906,-3.3067700364751373,-4.409216010516213
35.36732,138.93828,493.2,,trkpt,40.33182498698189,2328.0339210477723,-6.446522072430984,-4.446830205635896
35.36705,138.93851,492.8,,trkpt,36.55542798223917,2364.589349030012,-1.0942287427036044,-4.247617517352987
35.367019,138.93854,492.7,,trkpt,4.391114135430179,2368.980463165441,-2.277326366745103,-4.110352135139727
35.36672,138.93881,491.4,,trkpt,41.288817443322685,2410.2692806087643,-3.148552272741951,-3.79792463202969
35.36642,138.93908,489.4,,trkpt,41.37846198653503,2451.6477425952994,-4.833432428326651,-3.4935263901979345
35.36607,138.9394,487.8,,trkpt,48.54456875910766,2500.192311354407,-3.295940289303286,-3.232163476445071
35.36578,138.93966,486.7,,trkpt,39.94570786516534,2540.1380192195725,-2.7537376574049346,-2.9959867906546815
35.36577,138.93967,486.6,,trkpt,1.4348012357071684,2541.57282045528,-6.969606487039233,-2.9738552192185232
35.36556,138.93986,485.1,,trkpt,29.01878025828319,2570.591600713563,-5.1690663310076115,-2.7961948748554444
35.36534,138.94004,483.4,,trkpt,29.40808082603788,2599.9996815396007,-5.780724046755433,-2.7445497806833883
35.36519,138.94017,482.6,,trkpt,20.424361095206145,2620.424042634807,-3.916891188276752,-2.6893606789151465
35.36511,138.94024,482.3,,trkpt,10.927999179242704,2631.3520418140497,-2.745241787443115,-2.45579395069057
35.36496,138.94036,482.2,,trkpt,19.91480242902703,2651.266844243077,-0.5021390513734983,-2.600116383090407
35.36482,138.94047,482.2,,trkpt,18.48869178747584,2669.755536030553,0.0,-2.617898752399746
35.364759,138.94052,482.2,,trkpt,8.15865743221758,2677.9141934627705,0.0,-2.7267492363406953
35.364669,138.9406,482.2,,trkpt,12.36020253012686,2690.2743959928976,0.0,-2.797361275051182
35.36461,138.94064,482.1,,trkpt,7.496406725215791,2697.7708027181134,-1.3339724439389633,-2.9831113576517514
35.36459,138.94066,482.1,,trkpt,2.8696191529952064,2700.6404218711086,0.0,-3.136552843723181
35.36453,138.9407,482.0,,trkpt,7.5939115594386335,2708.2343334305474,-1.3168444117015112,-3.20445053438774
35.36449,138.94071,481.9,,trkpt,4.539289362884547,2712.773622793432,-2.2029880011102994,-3.1676088078844113
35.36444,138.94072,481.8,,trkpt,5.633207734547466,2718.4068305279798,-1.7751875079394568,-3.1112367570209916
35.36435,138.94071,481.4,,trkpt,10.04854100798307,2728.4553715359625,-3.98067739070034,-2.997386541726479
35.36418,138.94069,480.9,,trkpt,18.989934838630152,2747.4453063745927,-2.632973752931886,-3.0477809880886357
35.36408,138.94071,480.3,,trkpt,11.266416679729064,2758.7117230543217,-5.325561951560935,-3.308698779835963
35.364,138.94075,479.7,,trkpt,9.606650565008133,2768.31837361933,-6.245673202536381,-3.12497102580673
35.36392,138.9408,479.0,,trkpt,9.984393051024554,2778.3027666703547,-7.010941941314678,-3.0235083770230036
35.36378,138.94088,478.0,,trkpt,17.174554366433732,2795.4773210367885,-5.822567378833529,-3.0235083770230036
35.36376,138.94089,477.8,,trkpt,2.401663786115765,2797.8789848229044,-8.327560300330408,-3.0321299704916083
35.363549,138.941039,476.6,,trkpt,27.074396238599405,2824.953381061504,-4.432231800941044,-3.1165119950857956
35.36333,138.94119,475.3,,trkpt,27.937264760431283,2852.890645821936,-4.653283029487038,-3.215274381682041
35.36316,138.94136,474.9,,trkpt,24.39192631493716,2877.2825721368727,-1.6398868823864952,-3.537136723076865
35.36301,138.94155,474.0,,trkpt,23.979980139732834,2901.2625522766057,-3.7531307146862565,-4.0313048085562535
35.36293,138.941669,473.2,,trkpt,13.98480404052325,2915.247356317129,-5.720494886320044,-4.498522785949089
35.36285,138.94182,473.8,,trkpt,16.328507447616076,2931.575863764745,3.67455508058467,-5.12019914986
35.36282,138.94186,473.9,,trkpt,4.927921811558545,2936.5037855763035,2.0292529756745283,-5.459504836208025
35.36278,138.9419,473.9,,trkpt,5.7392894160867085,2942.24307499239,0.0,-5.615617845834411
35.36268,138.94198,473.7,,trkpt,13.276648123795548,2955.5197231161856,-1.5064043133110643,-5.765126914124221
35.36259,138.94205,473.5,,trkpt,11.850865214590105,2967.370588330776,-1.6876404918837498,-5.998132997855914
35.36247,138.94213,473.0,,trkpt,15.187910246315994,2982.5584985770915,-3.292092143626414,-6.101579518199093
35.36211,138.94236,469.1,,trkpt,45.13766207958834,3027.69616065668,-8.64023482900678,-5.962579826695062
35.36201,138.94241,467.7,,trkpt,12.008355189643176,3039.704515846323,-11.658549217527222,-5.5050852737324645
35.3619,138.94245,466.0,,trkpt,12.757938366991716,3052.4624542133147,-13.325036938557053,-5.324767902348303
35.36173,138.94249,463.1,,trkpt,19.24799921364756,3071.7104534269624,-15.066501031150123,-5.026642504124901
35.36156,138.94251,460.8,,trkpt,18.989940459508663,3090.700393886471,-12.111675678521431,-4.5959798387315765
35.36132,138.94251,458.3,,trkpt,26.68678239447388,3117.387176280945,-9.36793339506408,-4.660588436727679
35.36116,138.94248,456.5,,trkpt,17.997978274302387,3135.3851545552475,-10.001123307110896,-4.621772225924645
35.36106,138.94245,455.3,,trkpt,11.44744439026416,3146.832598945512,-10.482689053467396,-4.461125946549698
35.36088,138.94242,453.2,,trkpt,20.199123522968254,3167.03172246848,-10.396490707193955,-4.275656575836614
35.36072,138.94238,452.9,,trkpt,18.15719074921036,3185.1889132176902,-1.6522379708604322,-3.9837387960395616
35.3607,138.94238,453.0,,trkpt,2.2238985328069827,3187.412811750497,4.496608029764907,-3.619284943098857
35.36052,138.94234,453.4,,trkpt,20.34111495176816,3207.7539267022657,1.9664605452967423,-3.0097547248853718
35.360439,138.94233,453.6,,trkpt,9.05232458693057,3216.806251289196,2.2093772497817685,-2.204045388870098
35.360349,138.9423,453.9,,trkpt,10.370724280514818,3227.176975569711,2.8927584215464464,-1.388518213119363
35.3602,138.94227,454.3,,trkpt,16.78991076333601,3243.966886333047,2.3823831206626234,-0.4905553549807836
35.360169,138.94226,454.4,,trkpt,3.5643289478739115,3247.531215280921,2.805577191735206,0.31406219830004145
35.36003,138.94224,454.9,,trkpt,15.56214068403687,3263.093355964958,3.21292558749892,0.9420714827804246
35.35999,138.94223,455.0,,trkpt,4.539299459758451,3267.632655424716,2.2029831009506484,1.6794899961909693
35.35986,138.94223,455.6,,trkpt,14.45534046443052,3282.087995889147,4.150715104057289,2.767148933463506
35.35968,138.94223,456.4,,trkpt,20.01508679605293,3302.1030826852,3.9969849151876686,3.8427099018936666
35.35963,138.94224,456.6,,trkpt,5.633216430391486,3307.7362991155915,3.5503695352629343,4.523946019187466
35.35957,138.94225,456.9,,trkpt,6.733043247187266,3314.4693423627787,4.455637502778254,4.9566384759971
35.35948,138.94226,457.2,,trkpt,10.048545944118024,3324.517888306897,2.9855065764576434,5.459245163842532
35.35945,138.94227,457.3,,trkpt,3.4569108300176694,3327.974799136914,2.8927561316214687,5.927327093646363
35.35936,138.94228,457.7,,trkpt,10.048546065743896,3338.0233452026578,3.98067538709507,6.339148038093995
35.35925,138.94231,458.1,,trkpt,12.530337927354344,3350.553683130012,3.192252294543585,6.775089674375006
35.359139,138.94234,458.7,,trkpt,12.638904293720126,3363.192587423732,4.747246961099998,7.098904842354192
35.35903,138.94237,460.1,,trkpt,12.421820508791642,3375.614407932524,11.270489691983338,7.310159835852391
35.35893,138.94241,461.4,,trkpt,11.69619195935572,3387.31059989188,11.11472866140925,7.540920020880918
35.358759,138.94248,463.8,,trkpt,20.04596477075724,3407.356564662637,11.97248437501556,7.643301665667563
35.35868,138.94253,465.1,,trkpt,9.88558788180615,3417.242152544444,13.150457165957585,7.679618023222064
35.3586,138.94258,466.3,,trkpt,9.984528721298066,3427.2266812657413,12.018594302205376,7.751004064900785
35.35857,138.94259,466.7,,trkpt,3.456913423406546,3430.683594689148,11.571015845858392,7.8093291379593
35.35844,138.94267,468.5,,trkpt,16.173702240343673,3446.8572969294914,11.129177310499093,7.660053809136419
35.35837,138.94272,469.5,,trkpt,9.008022308969348,3455.865319238461,11.101215846282855,7.448438712157478
35.35828,138.94279,470.6,,trkpt,11.851046713197771,3467.716365951658,9.28188055131891,7.249404942802724
35.35816,138.94289,471.8,,trkpt,16.13331396702836,3483.849679918687,7.438025457462909,7.036182248734787
35.35804,138.94299,472.9,,trkpt,16.13332154165311,3499.98300146034,6.818186801521181,6.767141236239903
35.35786,138.94314,474.4,,trkpt,24.199996516019663,3524.18299797636,6.1983479997901885,6.168770238856627
35.35769,138.94329,475.5,,trkpt,23.28874282632148,3547.4717408026813,4.723312066277692,5.613033805786165
35.35762,138.94336,476.0,,trkpt,10.044012120189311,3557.5157529228704,4.978090368837348,5.092375220118147
35.357529,138.94344,476.7,,trkpt,12.450777266244616,3569.966530189115,5.622138963948566,4.434852361820268
35.35745,138.94352,476.7,,trkpt,11.39292629017756,3581.3594564792925,0.0,3.8661847258962494
35.35729,138.94367,476.4,,trkpt,22.395650691294843,3603.755107170588,-1.3395458079573501,3.2876339336033302
35.35725,138.9437,476.4,,trkpt,5.213872713943397,3608.968979884531,0.0,2.6730977507465576
35.35712,138.94383,476.2,,trkpt,18.653208730465018,3627.622188614996,-1.0722015868151533,1.9975982478859113
35.35701,138.94394,476.1,,trkpt,15.783493680696816,3643.4056822956927,-0.6335732887976868,1.378610375830639
35.35691,138.94404,476.0,,trkpt,14.34863807170217,3657.754320367395,-0.6969302556821673,0.8846485580391544
